CODIGO CLIENTE,CODIGO PRESTAMO,prob_fuga,decil_riesgo,segmento_riesgo,valor_cliente,beneficio_esperado,prioridad_campana,recomendar_campana
723,324490,0.13476962978634788,6,Bajo,261.59999999999997,-17.94885296957828,6009,No
724,325630,0.11963479492106192,6,Bajo,261.59999999999997,-18.74070752973004,6085,No
725,325820,0.2069237416186202,6,Medio,261.59999999999997,-14.17374983851379,5700,No
726,325830,0.2069237416186202,6,Medio,261.59999999999997,-14.17374983851379,5701,No
727,325840,0.2069237416186202,6,Medio,261.59999999999997,-14.17374983851379,5702,No
728,330450,0.2586476375832887,5,Medio,261.59999999999997,-11.467555601642337,5567,No
729,334850,0.2069237416186202,6,Medio,261.59999999999997,-14.17374983851379,5703,No
730,337690,0.359293050820287,5,Medio,261.59999999999997,-6.201787581082584,5241,No
731,339320,0.2069237416186202,6,Medio,261.59999999999997,-14.17374983851379,5704,No
732,389110,0.4155701754385965,5,Medio,261.59999999999997,-3.2573684210526324,5119,No
733,390990,0.015706806282722516,7,Bajo,261.59999999999997,-24.17821989528796,7528,No
734,391650,0.577212020033389,3,Alto,261.59999999999997,5.199732888146912,4722,Sí
735,417600,0.577212020033389,3,Alto,261.59999999999997,5.199732888146912,4723,Sí
736,482730,0.4155701754385965,5,Medio,261.59999999999997,-3.2573684210526324,5120,No
737,482940,0.3551617873651772,5,Medio,261.59999999999997,-6.417935285053932,5258,No
738,483100,0.4155701754385965,5,Medio,261.59999999999997,-3.2573684210526324,5121,No
739,483110,0.4155701754385965,5,Medio,261.59999999999997,-3.2573684210526324,5122,No
740,483630,0.21199143468950749,6,Medio,261.59999999999997,-13.908608137044968,5679,No
741,486640,0.3551617873651772,5,Medio,261.59999999999997,-6.417935285053932,5259,No
742,488420,0.577212020033389,3,Alto,261.59999999999997,5.199732888146912,4724,Sí
743,488710,0.6460905349794238,3,Alto,261.59999999999997,8.803456790123448,4559,Sí
744,491000,0.05795454545454545,7,Bajo,261.59999999999997,-21.96781818181818,6537,No
745,521590,0.7103092783505155,3,Alto,261.59999999999997,12.163381443298967,4368,Sí
746,522270,0.7103092783505155,3,Alto,261.59999999999997,12.163381443298967,4369,Sí
747,531260,0.21199143468950749,6,Medio,261.59999999999997,-13.908608137044968,5680,No
748,533130,0.3372395833333333,5,Medio,261.59999999999997,-7.355625000000003,5314,No
749,533170,0.3551617873651772,5,Medio,261.59999999999997,-6.417935285053932,5260,No
750,533370,0.4155701754385965,5,Medio,261.59999999999997,-3.2573684210526324,5123,No
751,533460,0.3551617873651772,5,Medio,261.59999999999997,-6.417935285053932,5261,No
752,533700,0.002488654662567706,8,Bajo,261.59999999999997,-24.869793588054456,9140,No
753,545850,0.029005524861878452,7,Bajo,261.59999999999997,-23.482430939226518,6993,No
754,546730,0.3551617873651772,5,Medio,261.59999999999997,-6.417935285053932,5262,No
755,581870,0.7704280155642024,2,Alto,261.59999999999997,15.308793774319064,4250,Sí
756,582280,0.577212020033389,3,Alto,261.59999999999997,5.199732888146912,4725,Sí
757,587860,0.44367816091954015,4,Medio,261.59999999999997,-1.7867586206896604,5035,No
758,592830,0.7792207792207793,2,Alto,261.59999999999997,15.76883116883117,4218,Sí
759,603800,0.577212020033389,3,Alto,261.59999999999997,5.199732888146912,4726,Sí
760,618140,0.2558139534883721,5,Medio,261.59999999999997,-11.615813953488372,5578,No
761,618550,0.7283950617283951,3,Alto,261.59999999999997,13.109629629629623,4341,Sí
762,631600,0.6728723404255319,3,Alto,261.59999999999997,10.204680851063827,4490,Sí
763,632210,0.6728723404255319,3,Alto,261.59999999999997,10.204680851063827,4491,Sí
764,632600,0.6980392156862745,3,Alto,261.59999999999997,11.521411764705881,4423,Sí
765,633350,0.577212020033389,4,Alto,261.59999999999997,5.199732888146912,4727,Sí
766,634200,0.577212020033389,4,Alto,261.59999999999997,5.199732888146912,4728,Sí
767,657220,0.577212020033389,4,Alto,261.59999999999997,5.199732888146912,4729,Sí
768,690430,0.3551617873651772,5,Medio,261.59999999999997,-6.417935285053932,5263,No
769,690540,0.21199143468950749,6,Medio,261.59999999999997,-13.908608137044968,5681,No
770,728510,0.751269035532995,2,Alto,261.59999999999997,14.306395939086293,4303,Sí
771,729200,0.6460905349794238,3,Alto,261.59999999999997,8.803456790123448,4560,Sí
772,751360,0.4155701754385965,5,Medio,261.59999999999997,-3.2573684210526324,5124,No
773,753810,0.030010172939979655,7,Bajo,261.59999999999997,-23.429867751780264,6974,No
774,769650,0.776685393258427,2,Alto,261.59999999999997,15.636179775280901,4228,Sí
775,789590,0.5417406749555951,4,Alto,261.59999999999997,3.3438721136767313,4816,Sí
776,802180,0.030010172939979655,7,Bajo,261.59999999999997,-23.429867751780264,6975,No
777,807580,0.7704280155642024,2,Alto,261.59999999999997,15.308793774319064,4251,Sí
778,820960,0.015706806282722516,7,Bajo,261.59999999999997,-24.17821989528796,7529,No
779,843140,0.00395882818685669,8,Bajo,261.59999999999997,-24.792874109263657,8866,No
780,843630,0.6460905349794238,3,Alto,261.59999999999997,8.803456790123448,4561,Sí
781,869750,0.5417406749555951,4,Alto,261.59999999999997,3.3438721136767313,4817,Sí
782,150190,0.14354065541897237,6,Bajo,261.59999999999997,-17.489952908479367,5972,No
783,5810,0.9005328596802842,1,Alto,180.0,7.419182948490231,4633,Sí
784,27850,0.9702233250620348,1,Alto,180.0,9.928039702233256,4497,Sí
785,42250,0.776685393258427,2,Alto,180.0,2.9606741573033766,4830,Sí
786,53210,0.40280847746150794,5,Medio,180.0,-10.498894811385714,5495,No
787,60490,0.9367088607594937,1,Alto,180.0,8.721518987341774,4576,Sí
788,90250,0.5841401012556733,3,Alto,180.0,-3.97095635479576,5161,No
789,171570,0.8434959349593496,2,Alto,180.0,5.365853658536587,4698,Sí
790,185000,0.8802395209580839,1,Alto,180.0,6.688622754491021,4660,Sí
791,190010,0.577212020033389,4,Alto,180.0,-4.220367278797994,5164,No
792,193070,0.8339060710194731,2,Alto,180.0,5.020618556701034,4756,Sí
793,199080,0.9367088607594937,1,Alto,180.0,8.721518987341774,4577,Sí
794,217580,0.39074581687358584,5,Medio,180.0,-10.93315059255091,5526,No
795,236500,0.7857142857142857,2,Alto,180.0,3.2857142857142847,4822,Sí
796,243110,0.49535603715170295,4,Medio,180.0,-7.167182662538693,5303,No
797,243460,0.6460905349794238,3,Alto,180.0,-1.740740740740744,5030,No
798,268880,0.9005328596802842,1,Alto,180.0,7.419182948490231,4634,Sí
799,270600,0.577212020033389,4,Alto,180.0,-4.220367278797994,5165,No
800,273310,0.8339060710194731,2,Alto,180.0,5.020618556701034,4757,Sí
801,287650,0.817966903073286,2,Alto,180.0,4.446808510638299,4774,Sí
802,333100,0.7704280155642024,2,Alto,180.0,2.735408560311285,4841,Sí
803,478970,0.751269035532995,2,Alto,180.0,2.0456852791878184,4915,Sí
804,529070,0.6700336700336701,3,Alto,180.0,-0.8787878787878753,4999,No
805,755610,0.4155701754385965,5,Medio,180.0,-10.039473684210524,5460,No
806,878860,0.7704280155642024,2,Alto,180.0,2.735408560311285,4842,Sí
807,186830,0.11963479492106192,6,Bajo,261.59999999999997,-18.74070752973004,6086,No
808,843050,0.7103092783505155,3,Alto,180.0,0.5711340206185582,4956,Sí
809,13600,0.6460905349794238,3,Alto,261.59999999999997,8.803456790123448,4562,Sí
810,32690,0.2586476375832887,5,Medio,261.59999999999997,-11.467555601642337,5568,No
811,55870,0.577212020033389,4,Alto,261.59999999999997,5.199732888146912,4730,Sí
812,134460,0.056463505915230174,7,Bajo,261.59999999999997,-22.045829370515158,6548,No
813,95590,0.2069237416186202,6,Medio,215.46,-16.08324212617042,5855,No
814,149900,0.672451290504297,3,Alto,333.0,19.78525594758618,4001,Sí
815,727930,0.817966903073286,2,Alto,333.0,29.476595744680857,3554,Sí
816,750510,0.817966903073286,2,Alto,333.0,29.476595744680857,3555,Sí
817,245740,0.7283950617283951,3,Alto,333.0,23.511111111111113,3821,Sí
818,730210,0.6460905349794238,3,Alto,333.0,18.029629629629625,4080,Sí
819,295060,0.3551617873651772,5,Medio,333.0,-1.3462249614792015,5006,No
820,569370,0.4155701754385965,5,Medio,333.0,2.6769736842105303,4844,Sí
821,59010,0.48966632776888547,4,Medio,333.0,7.611777429407773,4618,Sí
822,1000,0.4490472245236123,4,Medio,273.0,-0.48202154101076644,4979,No
823,62120,0.4490472245236123,4,Medio,273.0,-0.48202154101076644,4980,No
824,92450,0.2586476375832887,5,Medio,273.0,-10.877838987952437,5519,No
825,116630,0.7387958410713422,2,Alto,273.0,15.338252922495286,4246,Sí
826,143930,0.776685393258427,2,Alto,273.0,17.407022471910118,4105,Sí
827,249100,0.6980392156862745,3,Alto,273.0,13.112941176470592,4340,Sí
828,393400,0.4490472245236123,4,Medio,273.0,-0.48202154101076644,4981,No
829,400320,0.01694915254237288,7,Bajo,273.0,-24.07457627118644,7443,No
830,404070,0.17019027484143764,6,Bajo,273.0,-15.707610993657504,5841,No
831,438880,0.4490472245236123,4,Medio,273.0,-0.48202154101076644,4982,No
832,531130,0.4490472245236123,4,Medio,273.0,-0.48202154101076644,4983,No
833,676490,0.08709016393442623,6,Bajo,273.0,-20.244877049180328,6255,No
834,692170,0.13483146067415727,6,Bajo,273.0,-17.638202247191014,5997,No
835,701720,0.041237113402061855,7,Bajo,273.0,-22.748453608247424,6734,No
836,277100,0.5404537303534122,4,Alto,333.0,10.99421844153725,4444,Sí
837,389720,0.577212020033389,4,Alto,261.59999999999997,5.199732888146912,4731,Sí
838,304670,0.9929873772791024,1,Alto,333.0,41.132959326788225,3074,Sí
839,535730,0.4490472245236123,4,Medio,333.0,4.906545153272582,4758,Sí
840,299160,0.6728723404255319,3,Alto,333.0,19.813297872340428,3998,Sí
841,309320,0.40280847746150794,5,Medio,333.0,1.8270445989364283,4916,Sí
842,326490,0.6728723404255319,3,Alto,333.0,19.813297872340428,3999,Sí
843,214260,0.4490472245236123,4,Medio,261.59999999999997,-1.5058492129246055,5011,No
844,118790,0.18428888849113062,6,Bajo,261.59999999999997,-15.358005354144048,5814,No
845,173070,0.8602150537634409,2,Alto,180.0,5.967741935483872,4688,Sí
846,200,0.7103092783505155,3,Alto,333.0,22.30659793814433,3903,Sí
847,205290,0.3064157764943565,5,Medio,261.59999999999997,-8.968326573815272,5387,No
848,286890,0.6460905349794238,3,Alto,333.0,18.029629629629625,4081,Sí
849,202250,0.13225621613271665,6,Bajo,261.59999999999997,-18.080354771936264,6034,No
850,287570,0.13476962978634788,6,Bajo,261.59999999999997,-17.94885296957828,6010,No
851,292610,0.5841401012556733,3,Alto,261.59999999999997,5.562210097696823,4692,Sí
852,581820,0.4155701754385965,5,Medio,261.59999999999997,-3.2573684210526324,5125,No
853,857160,0.7792207792207793,2,Alto,333.0,26.896103896103902,3746,Sí
854,283450,0.8339060710194731,2,Alto,261.0,18.529896907216497,4077,Sí
855,187770,0.4490472245236123,4,Medio,333.0,4.906545153272582,4759,Sí
856,248660,0.14354065541897237,6,Bajo,261.59999999999997,-17.489952908479367,5973,No
857,227380,0.577212020033389,4,Alto,261.59999999999997,5.199732888146912,4732,Sí
858,247080,0.14354065541897237,6,Bajo,261.59999999999997,-17.489952908479367,5974,No
859,119140,0.4490472245236123,4,Medio,261.59999999999997,-1.5058492129246055,5012,No
860,134660,0.18428888849113062,6,Bajo,261.59999999999997,-15.358005354144048,5815,No
861,141050,0.18428888849113062,6,Bajo,261.59999999999997,-15.358005354144048,5816,No
862,152620,0.18428888849113062,6,Bajo,261.59999999999997,-15.358005354144048,5817,No
863,160070,0.18428888849113062,6,Bajo,261.59999999999997,-15.358005354144048,5818,No
864,249510,0.577212020033389,4,Alto,261.59999999999997,5.199732888146912,4733,Sí
865,267940,0.3064157764943565,5,Medio,261.59999999999997,-8.968326573815272,5388,No
866,272200,0.8616298022399826,1,Alto,261.59999999999997,20.08047125319589,3989,Sí
867,130690,0.5841401012556733,3,Alto,261.59999999999997,5.562210097696823,4693,Sí
868,308530,0.13476962978634788,6,Bajo,333.0,-16.02434265622923,5854,No
869,232080,0.3659767298402987,5,Medio,261.59999999999997,-5.852097494755572,5209,No
870,812600,0.7103092783505155,3,Alto,261.0,12.078144329896908,4378,Sí
871,813920,0.7103092783505155,3,Alto,261.0,12.078144329896908,4379,Sí
872,255480,0.577212020033389,4,Alto,261.59999999999997,5.199732888146912,4734,Sí
873,24440,0.2069237416186202,6,Medio,215.46,-16.08324212617042,5856,No
874,61210,0.46200475757751447,4,Medio,215.46,-5.091290986469744,5183,No
875,78080,0.48966632776888547,4,Medio,215.46,-3.899298603783187,5159,No
876,80270,0.6980392156862745,3,Alto,215.46,5.079905882352943,4755,Sí
877,93840,0.3190760218702019,5,Medio,215.46,-11.25037606556926,5539,No
878,104090,0.9643635135789099,1,Alto,215.46,16.556352527142387,4210,Sí
879,118050,0.9643635135789099,1,Alto,215.46,16.556352527142387,4211,Sí
880,143000,0.3190760218702019,5,Medio,215.46,-11.25037606556926,5540,No
881,181990,0.7995735607675906,2,Alto,215.46,9.455223880597018,4504,Sí
882,205310,0.3659767298402987,5,Medio,215.46,-9.229330757721845,5403,No
883,211080,0.15796018829117864,6,Bajo,215.46,-18.19317956615653,6053,No
884,277690,0.3659767298402987,5,Medio,215.46,-9.229330757721845,5404,No
885,303590,0.13476962978634788,6,Bajo,215.46,-19.1925071132467,6121,No
886,308610,0.3659767298402987,5,Medio,215.46,-9.229330757721845,5405,No
887,322260,0.3659767298402987,5,Medio,215.46,-9.229330757721845,5406,No
888,207160,0.4672268907563025,4,Medio,333.0,6.11731092436975,4677,Sí
889,726940,0.44367816091954015,4,Medio,333.0,4.548965517241378,4765,Sí
890,195380,0.9643635135789099,1,Alto,180.0,9.717086488840756,4503,Sí
891,281400,0.9999,1,Alto,330.0,40.99340000000001,3076,Sí
892,540830,0.9005328596802842,1,Alto,273.0,24.169094138543514,3810,Sí
893,449560,0.4490472245236123,4,Medio,261.0,-1.5597348798674382,5027,No
894,223290,0.817966903073286,2,Alto,261.59999999999997,17.796028368794325,4093,Sí
895,289890,0.14354065541897237,6,Bajo,261.59999999999997,-17.489952908479367,5975,No
896,305840,0.776685393258427,2,Alto,261.59999999999997,15.636179775280901,4229,Sí
897,209650,0.39074581687358584,5,Medio,261.59999999999997,-4.55617886117399,5172,No
898,113820,0.09523446674658179,6,Bajo,261.59999999999997,-20.01733269981884,6222,No
899,14090,0.4672268907563025,4,Medio,333.0,6.11731092436975,4678,Sí
900,21800,0.2586476375832887,5,Medio,333.0,-7.774067336952971,5345,No
901,29920,0.9748713797272744,1,Alto,333.0,39.92643388983649,3091,Sí
902,86360,0.44367816091954015,4,Medio,333.0,4.548965517241378,4766,Sí
903,122940,0.11963479492106192,6,Bajo,333.0,-17.032322658257275,5896,No
904,154020,0.4120190659818289,5,Medio,333.0,2.4404697943898093,4857,Sí
905,167380,0.9643635135789099,1,Alto,333.0,39.22661000435541,3123,Sí
906,174520,0.48966632776888547,4,Medio,333.0,7.611777429407773,4619,Sí
907,175320,0.48966632776888547,4,Medio,333.0,7.611777429407773,4620,Sí
908,483430,0.44367816091954015,4,Medio,333.0,4.548965517241378,4767,Sí
909,684390,0.002488654662567706,8,Bajo,333.0,-24.83425559947299,9031,No
910,301710,0.04889864398629347,7,Bajo,261.59999999999997,-22.441622946637125,6660,No
911,314850,0.2069237416186202,6,Medio,261.59999999999997,-14.17374983851379,5705,No
912,313800,0.2586476375832887,5,Medio,261.59999999999997,-11.467555601642337,5569,No
913,155780,0.3064157764943565,5,Medio,261.59999999999997,-8.968326573815272,5389,No
914,155910,0.4672268907563025,4,Medio,333.0,6.11731092436975,4679,Sí
915,225600,0.3190760218702019,5,Medio,261.59999999999997,-8.30594253575104,5368,No
916,256160,0.18428888849113062,6,Bajo,261.59999999999997,-15.358005354144048,5819,No
917,137860,0.7704280155642024,2,Alto,261.59999999999997,15.308793774319064,4252,Sí
918,108700,0.6460905349794238,3,Alto,147.0,-6.004938271604939,5229,No
919,309340,0.6980392156862745,3,Alto,333.0,21.489411764705885,3914,Sí
920,192000,0.13225621613271665,6,Bajo,261.59999999999997,-18.080354771936264,6035,No
921,228690,0.6980392156862745,3,Alto,261.59999999999997,11.521411764705881,4424,Sí
922,781300,0.4490472245236123,4,Medio,261.59999999999997,-1.5058492129246055,5013,No
923,213200,0.7103092783505155,3,Alto,333.0,22.30659793814433,3904,Sí
924,76920,0.5073907658875524,4,Alto,333.0,8.79222500811099,4567,Sí
925,194080,0.5841401012556733,3,Alto,261.59999999999997,5.562210097696823,4694,Sí
926,150180,0.577212020033389,4,Alto,261.59999999999997,5.199732888146912,4735,Sí
927,696330,0.23846153846153842,6,Medio,261.59999999999997,-12.523692307692311,5610,No
928,222790,0.09523446674658179,6,Bajo,261.59999999999997,-20.01733269981884,6223,No
929,222800,0.09523446674658179,6,Bajo,261.59999999999997,-20.01733269981884,6224,No
930,566410,0.01694915254237288,7,Bajo,333.0,-23.871186440677967,7207,No
931,116850,0.672451290504297,3,Alto,333.0,19.78525594758618,4002,Sí
932,481450,0.776685393258427,2,Alto,333.0,26.727247191011244,3748,Sí
933,80400,0.2586476375832887,5,Medio,261.59999999999997,-11.467555601642337,5570,No
934,274430,0.3551617873651772,5,Medio,261.59999999999997,-6.417935285053932,5264,No
935,321690,0.11963479492106192,6,Bajo,261.59999999999997,-18.74070752973004,6087,No
936,252290,0.9643635135789099,1,Alto,333.0,39.22661000435541,3124,Sí
937,294490,0.7283950617283951,3,Alto,333.0,23.511111111111113,3822,Sí
938,137790,0.577212020033389,4,Alto,261.59999999999997,5.199732888146912,4736,Sí
939,114570,0.7387958410713422,2,Alto,261.59999999999997,13.653798404852623,4316,Sí
940,71340,0.5841401012556733,3,Alto,333.0,13.90373074362784,4310,Sí
941,92710,0.6980392156862745,3,Alto,333.0,21.489411764705885,3915,Sí
942,197630,0.3190760218702019,5,Medio,215.46,-11.25037606556926,5541,No
943,782270,0.7103092783505155,3,Alto,215.46,5.608647422680416,4690,Sí
944,21260,0.46200475757751447,4,Medio,333.0,5.769516854662466,4689,Sí
945,317460,0.3064157764943565,5,Medio,261.59999999999997,-8.968326573815272,5390,No
946,246870,0.6460905349794238,3,Alto,261.59999999999997,8.803456790123448,4563,Sí
947,42080,0.2795750377350656,5,Medio,261.59999999999997,-10.37263402570137,5480,No
948,149750,0.6337298146673324,3,Alto,333.0,17.20640565684434,4107,Sí
949,145880,0.40280847746150794,5,Medio,333.0,1.8270445989364283,4917,Sí
950,167060,0.40280847746150794,5,Medio,333.0,1.8270445989364283,4918,Sí
951,319300,0.9806451612903225,1,Alto,333.0,40.310967741935485,3081,Sí
952,525070,0.6460905349794238,3,Alto,333.0,18.029629629629625,4082,Sí
953,132520,0.13476962978634788,6,Bajo,261.59999999999997,-17.94885296957828,6011,No
954,403650,0.6460905349794238,3,Alto,261.59999999999997,8.803456790123448,4564,Sí
955,121790,0.06164428894391478,6,Bajo,333.0,-20.894490356335275,6403,No
956,226990,0.11963479492106192,6,Bajo,261.59999999999997,-18.74070752973004,6088,No
957,32100,0.8339060710194731,2,Alto,333.0,30.538144329896916,3533,Sí
958,199050,0.9748713797272744,1,Alto,330.0,39.34151106200012,3121,Sí
959,207090,0.9748713797272744,1,Alto,330.0,39.34151106200012,3122,Sí
960,233800,0.999476961593071,1,Alto,330.0,40.96547946514268,3077,Sí
961,104620,0.13476962978634788,6,Bajo,261.59999999999997,-17.94885296957828,6012,No
962,28400,0.577212020033389,4,Alto,261.59999999999997,5.199732888146912,4737,Sí
963,75690,0.11963479492106192,6,Bajo,261.59999999999997,-18.74070752973004,6089,No
964,80130,0.11963479492106192,6,Bajo,261.59999999999997,-18.74070752973004,6090,No
965,97230,0.3190760218702019,5,Medio,261.59999999999997,-8.30594253575104,5369,No
966,166750,0.817966903073286,2,Alto,261.59999999999997,17.796028368794325,4094,Sí
967,185810,0.09523446674658179,6,Bajo,261.59999999999997,-20.01733269981884,6225,No
968,241120,0.4490472245236123,4,Medio,261.59999999999997,-1.5058492129246055,5014,No
969,340360,0.11963479492106192,6,Bajo,261.59999999999997,-18.74070752973004,6091,No
970,2840,0.817966903073286,2,Alto,261.0,17.697872340425533,4097,Sí
971,28730,0.577212020033389,4,Alto,261.0,5.130467445742909,4752,Sí
972,78090,0.751269035532995,2,Alto,261.0,14.216243654822335,4307,Sí
973,87570,0.577212020033389,4,Alto,261.0,5.130467445742909,4753,Sí
974,96080,0.6980392156862745,3,Alto,261.0,11.43764705882353,4429,Sí
975,96360,0.5417406749555951,4,Alto,261.0,3.2788632326820633,4823,Sí
976,104200,0.44367816091954015,4,Medio,261.0,-1.8400000000000034,5036,No
977,116550,0.49535603715170295,4,Medio,261.0,0.8575851393188927,4946,Sí
978,137230,0.44367816091954015,4,Medio,261.0,-1.8400000000000034,5037,No
979,144080,0.2821741113702567,5,Medio,261.0,-10.270511386472599,5475,No
980,150210,0.3190760218702019,5,Medio,261.0,-8.34423165837546,5375,No
981,153260,0.8339060710194731,2,Alto,261.0,18.529896907216497,4078,Sí
982,156360,0.8339060710194731,2,Alto,261.0,18.529896907216497,4079,Sí
983,157960,0.2795750377350656,5,Medio,261.0,-10.406183030229576,5483,No
984,167930,0.21256038647342995,6,Medio,261.0,-13.904347826086957,5678,No
985,168640,0.5417406749555951,4,Alto,261.0,3.2788632326820633,4824,Sí
986,171590,0.2795750377350656,5,Medio,261.0,-10.406183030229576,5484,No
987,214060,0.3190760218702019,5,Medio,261.59999999999997,-8.30594253575104,5370,No
988,216110,0.4155701754385965,5,Medio,261.0,-3.3072368421052616,5133,No
989,236580,0.13476962978634788,6,Bajo,261.0,-17.96502532515264,6018,No
990,262180,0.577212020033389,4,Alto,261.0,5.130467445742909,4754,Sí
991,266360,0.4672268907563025,4,Medio,261.0,-0.6107563025210077,4987,No
992,284700,0.751269035532995,2,Alto,261.0,14.216243654822335,4308,Sí
993,313810,0.6460905349794238,3,Alto,261.0,8.725925925925921,4575,Sí
994,316400,0.3659767298402987,5,Medio,261.0,-5.896014702336405,5214,No
995,320050,0.44367816091954015,4,Medio,261.0,-1.8400000000000034,5038,No
996,324990,0.7995735607675906,2,Alto,261.0,16.737739872068232,4130,Sí
997,325040,0.3659767298402987,5,Medio,261.0,-5.896014702336405,5215,No
998,410270,0.3372395833333333,5,Medio,261.0,-7.396093750000002,5324,No
999,454550,0.8434959349593496,2,Alto,261.0,19.03048780487805,4052,Sí
1000,505470,0.7995735607675906,2,Alto,261.0,16.737739872068232,4131,Sí
1001,548000,0.817966903073286,2,Alto,261.0,17.697872340425533,4098,Sí
1002,631010,0.5417406749555951,4,Alto,261.0,3.2788632326820633,4825,Sí
1003,631540,0.3551617873651772,5,Medio,261.0,-6.460554699537752,5273,No
1004,647690,0.4490472245236123,4,Medio,261.0,-1.5597348798674382,5028,No
1005,681550,0.4490472245236123,4,Medio,261.0,-1.5597348798674382,5029,No
1006,692560,0.44367816091954015,4,Medio,261.0,-1.8400000000000034,5039,No
1007,697670,0.5417406749555951,4,Alto,261.0,3.2788632326820633,4826,Sí
1008,698020,0.11088295687885011,6,Bajo,261.0,-19.211909650924024,6134,No
1009,708500,0.5417406749555951,4,Alto,261.0,3.2788632326820633,4827,Sí
1010,714770,0.3372395833333333,5,Medio,261.0,-7.396093750000002,5325,No
1011,796890,0.6728723404255319,3,Alto,261.0,10.123936170212772,4496,Sí
1012,805820,0.3551617873651772,5,Medio,261.0,-6.460554699537752,5274,No
1013,844110,0.3551617873651772,5,Medio,261.0,-6.460554699537752,5275,No
1014,70,0.5417406749555951,4,Alto,333.0,11.079928952042636,4441,Sí
1015,80,0.6460905349794238,3,Alto,333.0,18.029629629629625,4083,Sí
1016,6480,0.2821741113702567,5,Medio,333.0,-6.207204182740902,5242,No
1017,6500,0.577212020033389,4,Alto,333.0,13.442320534223711,4321,Sí
1018,10680,0.9056043180256583,1,Alto,333.0,35.31324758050885,3321,Sí
1019,10760,0.3659767298402987,5,Medio,333.0,-0.6259497926361028,4988,No
1020,11620,0.48966632776888547,4,Medio,333.0,7.611777429407773,4621,Sí
1021,14060,0.4672268907563025,4,Medio,333.0,6.11731092436975,4680,Sí
1022,23740,0.9148387096774193,1,Alto,333.0,35.92825806451613,3287,Sí
1023,26980,0.4672268907563025,4,Medio,333.0,6.11731092436975,4681,Sí
1024,27480,0.39416058394160586,5,Medio,333.0,1.2510948905109522,4937,Sí
1025,29910,0.6980392156862745,3,Alto,333.0,21.489411764705885,3916,Sí
1026,30960,0.6980392156862745,3,Alto,333.0,21.489411764705885,3917,Sí
1027,36380,0.48966632776888547,4,Medio,333.0,7.611777429407773,4622,Sí
1028,41840,0.6700336700336701,3,Alto,333.0,19.624242424242425,4004,Sí
1029,42870,0.6460905349794238,3,Alto,333.0,18.029629629629625,4084,Sí
1030,46790,0.9148387096774193,1,Alto,333.0,35.92825806451613,3288,Sí
1031,46820,0.2069237416186202,6,Medio,333.0,-11.218878808199893,5536,No
1032,51320,0.11963479492106192,6,Bajo,333.0,-17.032322658257275,5897,No
1033,60360,0.751269035532995,2,Alto,333.0,25.034517766497466,3787,Sí
1034,60380,0.8339060710194731,2,Alto,333.0,30.538144329896916,3534,Sí
1035,68370,0.577212020033389,4,Alto,333.0,13.442320534223711,4322,Sí
1036,68390,0.2795750377350656,5,Medio,333.0,-6.380302486844631,5251,No
1037,69340,0.4155701754385965,5,Medio,333.0,2.6769736842105303,4845,Sí
1038,69670,0.6700336700336701,3,Alto,333.0,19.624242424242425,4005,Sí
1039,71400,0.7387958410713422,2,Alto,333.0,24.203803015351397,3803,Sí
1040,77110,0.9005328596802842,1,Alto,333.0,34.97548845470693,3325,Sí
1041,79030,0.7283950617283951,3,Alto,333.0,23.511111111111113,3823,Sí
1042,83550,0.8802395209580839,1,Alto,333.0,33.62395209580839,3412,Sí
1043,83750,0.3659767298402987,5,Medio,333.0,-0.6259497926361028,4989,No
1044,84850,0.9005328596802842,1,Alto,333.0,34.97548845470693,3326,Sí
1045,87550,0.48966632776888547,4,Medio,333.0,7.611777429407773,4623,Sí
1046,88310,0.751269035532995,2,Alto,333.0,25.034517766497466,3788,Sí
1047,89320,0.6700336700336701,3,Alto,333.0,19.624242424242425,4006,Sí
1048,94330,0.7387958410713422,2,Alto,333.0,24.203803015351397,3804,Sí
1049,95390,0.9643635135789099,1,Alto,333.0,39.22661000435541,3125,Sí
1050,95810,0.9005328596802842,1,Alto,333.0,34.97548845470693,3327,Sí
1051,98420,0.6980392156862745,3,Alto,333.0,21.489411764705885,3918,Sí
1052,101820,0.7792207792207793,2,Alto,333.0,26.896103896103902,3747,Sí
1053,102200,0.4490472245236123,4,Medio,333.0,4.906545153272582,4760,Sí
1054,104310,0.4490472245236123,4,Medio,333.0,4.906545153272582,4761,Sí
1055,104570,0.3659767298402987,5,Medio,333.0,-0.6259497926361028,4990,No
1056,109630,0.7387958410713422,2,Alto,333.0,24.203803015351397,3805,Sí
1057,110550,0.3064157764943565,5,Medio,333.0,-4.592709285475859,5173,No
1058,115340,0.9643635135789099,1,Alto,333.0,39.22661000435541,3126,Sí
1059,115830,0.9929873772791024,1,Alto,333.0,41.132959326788225,3075,Sí
1060,116320,0.48966632776888547,4,Medio,333.0,7.611777429407773,4624,Sí
1061,123510,0.4325937092181664,4,Medio,333.0,3.810741033929883,4807,Sí
1062,123810,0.7704280155642024,2,Alto,333.0,26.310505836575878,3760,Sí
1063,144820,0.7387958410713422,2,Alto,333.0,24.203803015351397,3806,Sí
1064,145120,0.7103092783505155,3,Alto,333.0,22.30659793814433,3905,Sí
1065,145340,0.2586476375832887,5,Medio,333.0,-7.774067336952971,5346,No
1066,146670,0.7103092783505155,3,Alto,333.0,22.30659793814433,3906,Sí
