antecedents_txt,consequents_txt,n_tickets,support,confidence,lift,leverage,conviction
Green Tea,Lemon Cookie + Lemon Lemonade + Raspberry Lemonade,196,0.019637310890692317,0.3344709897610922,12.889401346739232,0.01811378699982828,1.4635736103725285
Lemon Cookie + Lemon Lemonade + Raspberry Lemonade,Green Tea,196,0.019637310890692317,0.7567567567567568,12.889401346739232,0.01811378699982828,3.8697413975442236
Green Tea,Lemon Cookie + Lemon Lemonade + Raspberry Cookie,196,0.019637310890692317,0.3344709897610922,12.889401346739232,0.01811378699982828,1.4635736103725285
Lemon Cookie + Lemon Lemonade + Raspberry Cookie,Green Tea,196,0.019637310890692317,0.7567567567567568,12.889401346739232,0.01811378699982828,3.8697413975442236
Apple Croissant,Apple Danish + Cherry Soda,206,0.020639214507564372,0.29898403483309144,12.8627571192633,0.019034642928065677,1.3933432113147486
Apple Danish + Cherry Soda,Apple Croissant,206,0.020639214507564372,0.8879310344827586,12.8627571192633,0.019034642928065677,8.307106579423978
Apple Tart,Apple Croissant + Cherry Soda,206,0.020639214507564372,0.3051851851851852,12.69188888888889,0.01901304091841225,1.404625077626168
Apple Croissant + Cherry Soda,Apple Tart,206,0.020639214507564372,0.8583333333333333,12.69188888888889,0.01901304091841225,6.581445923725664
Lemon Lemonade + Raspberry Cookie,Lemon Cookie,259,0.025949303676986273,0.9055944055944055,12.641591275857008,0.023896610854481845,9.833780479206782
Lemon Cookie,Lemon Lemonade + Raspberry Cookie,259,0.025949303676986273,0.3622377622377622,12.641591275857008,0.023896610854481845,1.5230527915319807
Cherry Soda,Apple Croissant + Apple Danish + Apple Tart,204,0.02043883378418996,0.3072289156626506,12.567425439462768,0.018812499585300638,1.408190344262795
Apple Croissant + Apple Danish + Apple Tart,Cherry Soda,204,0.02043883378418996,0.8360655737704917,12.567425439462768,0.018812499585300638,5.6941889590221395
Vanilla Frappuccino,Chocolate Tart + Walnut Cookie,284,0.028454062719166416,0.38430311231393777,12.53506328106344,0.026184105074664406,1.5743814346158802
Chocolate Tart + Walnut Cookie,Vanilla Frappuccino,284,0.028454062719166416,0.9281045751633986,12.535063281063438,0.026184105074664406,12.879252397737504
Green Tea + Raspberry Cookie,Lemon Cookie,199,0.019937881975753934,0.8923766816143498,12.457079243626328,0.01833735575401097,8.626047824199315
Lemon Cookie,Green Tea + Raspberry Cookie,199,0.019937881975753934,0.2783216783216783,12.457079243626328,0.01833735575401097,1.354699898799968
Green Tea,Lemon Lemonade + Raspberry Lemonade,197,0.01973750125237952,0.3361774744027304,12.4273606370876,0.01814927171364095,1.465675786565168
Lemon Lemonade + Raspberry Lemonade,Green Tea,197,0.01973750125237952,0.7296296296296296,12.427360637087599,0.01814927171364095,3.4814778215595936
Almond Twist + Coffee Eclair,Apple Pie,337,0.03376415188858832,0.9335180055401663,12.308379409902773,0.031020967691534465,13.900844938716912
Apple Pie,Almond Twist + Coffee Eclair,337,0.03376415188858832,0.44517833553500663,12.308379409902773,0.031020967691534465,1.7371911393552513
Chocolate Tart,Vanilla Frappuccino + Walnut Cookie,284,0.028454062719166416,0.376657824933687,12.245673454928761,0.026130461422439535,1.5549109265050403
Vanilla Frappuccino + Walnut Cookie,Chocolate Tart,284,0.028454062719166416,0.9250814332247557,12.245673454928761,0.026130461422439535,12.339484150320386
Apple Pie + Coffee Eclair,Almond Twist,337,0.03376415188858832,0.9083557951482479,12.218732063847254,0.031000841283841566,10.100570495706544
Almond Twist,Apple Pie + Coffee Eclair,337,0.03376415188858832,0.45417789757412397,12.218732063847254,0.031000841283841566,1.7639985107506733
Raspberry Cookie + Raspberry Lemonade,Green Tea,197,0.01973750125237952,0.7086330935251799,12.069738748250547,0.01810221306064129,3.2305949204723547
Green Tea,Raspberry Cookie + Raspberry Lemonade,197,0.01973750125237952,0.3361774744027304,12.069738748250547,0.01810221306064129,1.4644683510495133
Almond Twist + Hot Coffee,Apple Pie,268,0.026851016932171127,0.9146757679180888,12.059945626935859,0.024624554412124647,10.83110710349665
Apple Pie,Almond Twist + Hot Coffee,268,0.026851016932171127,0.35402906208718626,12.059945626935857,0.024624554412124647,1.5026128376020778
Apple Pie + Hot Coffee,Almond Twist,268,0.026851016932171127,0.8874172185430464,11.937077167490763,0.024601637410247894,8.222027735049542
Almond Twist,Apple Pie + Hot Coffee,268,0.026851016932171127,0.36118598382749323,11.937077167490761,0.024601637410247894,1.5180357447081945
Coffee Eclair + Hot Coffee,Almond Twist,267,0.02675082657048392,0.8870431893687707,11.932045920606065,0.024508895325123344,8.194802477648704
Almond Twist,Coffee Eclair + Hot Coffee,267,0.02675082657048392,0.3598382749326145,11.932045920606065,0.024508895325123344,1.5149963878738024
Lemon Cookie + Raspberry Cookie,Green Tea,199,0.019937881975753934,0.6958041958041958,11.851231532972148,0.018255535131016038,3.09435053037553
Green Tea,Lemon Cookie + Raspberry Cookie,199,0.019937881975753934,0.3395904436860068,11.851231532972147,0.018255535131016038,1.4708229874487626
Green Tea,Lemon Cookie + Lemon Lemonade,198,0.019837691614066726,0.3378839590443686,11.833051913059098,0.01816122710095379,1.4671835249861334
Lemon Cookie + Lemon Lemonade,Green Tea,198,0.019837691614066726,0.6947368421052631,11.833051913059098,0.01816122710095379,3.0835311229266638
Lemon Cookie + Raspberry Lemonade,Green Tea,196,0.019637310890692317,0.6925795053003534,11.796307239595269,0.017972611040829294,3.0618923080289338
Green Tea,Lemon Cookie + Raspberry Lemonade,196,0.019637310890692317,0.3344709897610922,11.796307239595269,0.017972611040829294,1.4599605917910699
Lemon Lemonade + Raspberry Cookie,Green Tea,198,0.019837691614066726,0.6923076923076923,11.79167760567078,0.01815534476932883,3.059187456166717
Green Tea,Lemon Lemonade + Raspberry Cookie,198,0.019837691614066726,0.3378839590443686,11.79167760567078,0.01815534476932883,1.4670322065532757
Apple Pie,Coffee Eclair + Hot Coffee,267,0.02675082657048392,0.3527080581241744,11.69561172138666,0.02446357326490716,1.4983080097082415
Coffee Eclair + Hot Coffee,Apple Pie,267,0.02675082657048392,0.8870431893687707,11.695611721386658,0.02446357326490716,8.181497786971711
Chocolate Cake,Casino Cake + Chocolate Coffee,323,0.032361486824967436,0.40324594257178525,11.666080442924605,0.029587505710805442,1.617809402718722
Casino Cake + Chocolate Coffee,Chocolate Cake,323,0.032361486824967436,0.936231884057971,11.666080442924605,0.029587505710805442,14.423313386343134
Coffee Eclair + Single Espresso,Blackberry Tart,266,0.026650636208796714,0.9172413793103449,11.632765193007055,0.024359638688721475,11.130564739672051
Blackberry Tart,Coffee Eclair + Single Espresso,266,0.026650636208796714,0.33799237611181704,11.632765193007055,0.024359638688721475,1.4666670897353726
Chocolate Tart + Vanilla Frappuccino,Walnut Cookie,284,0.028454062719166416,0.7999999999999999,11.622707423580785,0.026005918609349348,4.655846107604447
Walnut Cookie,Chocolate Tart + Vanilla Frappuccino,284,0.028454062719166416,0.413391557496361,11.622707423580785,0.026005918609349348,1.644082068585399
Apple Danish + Apple Tart,Cherry Soda,204,0.02043883378418996,0.7640449438202247,11.484838229321783,0.01865919759114304,3.9561500183682328
Cherry Soda,Apple Danish + Apple Tart,204,0.02043883378418996,0.3072289156626506,11.484838229321781,0.01865919759114304,1.4048640242547799
Casino Cake + Chocolate Cake,Chocolate Coffee,323,0.032361486824967436,0.9444444444444444,11.453827460510329,0.029536100556792802,16.51577998196573
Chocolate Coffee,Casino Cake + Chocolate Cake,323,0.032361486824967436,0.39246658566221143,11.453827460510329,0.029536100556792802,1.5895996393146978
Cherry Soda,Apple Croissant + Apple Danish,206,0.020639214507564372,0.3102409638554217,11.34254600820866,0.018819586489954597,1.4101272767603426
Cherry Soda,Apple Croissant + Apple Tart,206,0.020639214507564372,0.3102409638554217,11.34254600820866,0.018819586489954597,1.4101272767603426
Apple Croissant + Apple Tart,Cherry Soda,206,0.020639214507564372,0.7545787545787546,11.342546008208659,0.018819586489954597,3.8035566083020425
Apple Croissant + Apple Danish,Cherry Soda,206,0.020639214507564372,0.7545787545787546,11.342546008208659,0.018819586489954597,3.8035566083020425
Apricot Croissant,Blueberry Tart + Hot Coffee,348,0.03486624586714758,0.4233576642335767,11.149163183945458,0.03173899359790515,1.668326782912851
Blueberry Tart + Hot Coffee,Apricot Croissant,348,0.03486624586714758,0.9182058047493403,11.149163183945458,0.03173899359790515,11.218932100022293
Apricot Croissant + Hot Coffee,Blueberry Tart,348,0.03486624586714758,0.9482288828337875,10.979434431048762,0.031690650067007886,17.647598858884518
Blueberry Tart,Apricot Croissant + Hot Coffee,348,0.03486624586714758,0.4037122969837587,10.979434431048762,0.031690650067007886,1.61537816793542
Chocolate Cake + Chocolate Coffee,Casino Cake,323,0.032361486824967436,0.7617924528301887,10.619344234215243,0.029314077671330662,3.896869398391598
Casino Cake,Chocolate Cake + Chocolate Coffee,323,0.032361486824967436,0.45111731843575414,10.61934423421524,0.029314077671330662,1.744488064217688
Apricot Danish,Cherry Tart + Opera Cake,405,0.0405770964833183,0.4465270121278941,10.461939220771152,0.03669855201588759,1.7296578638856057
Cherry Tart + Opera Cake,Apricot Danish,405,0.0405770964833183,0.9507042253521125,10.461939220771152,0.03669855201588759,18.44229750812252
Apricot Danish + Opera Cake,Cherry Tart,405,0.0405770964833183,0.939675174013921,10.194454251992333,0.03659678567115411,15.048942991684166
Cherry Tart,Apricot Danish + Opera Cake,405,0.0405770964833183,0.44021739130434784,10.194454251992333,0.03659678567115411,1.7092670248228918
Blackberry Tart + Coffee Eclair,Single Espresso,266,0.026650636208796714,0.7189189189189189,9.979874450249973,0.02398019818458598,3.30140728923416
Single Espresso,Blackberry Tart + Coffee Eclair,266,0.026650636208796714,0.36995827538247567,9.979874450249971,0.02398019818458598,1.5283584063583946
Apricot Danish + Cherry Tart,Opera Cake,405,0.0405770964833183,0.7925636007827788,9.635295127177727,0.03636579875473448,4.424217333688723
Opera Cake,Apricot Danish + Cherry Tart,405,0.0405770964833183,0.49330085261875756,9.635295127177727,0.03636579875473448,1.872516916757223
Coffee Eclair,Almond Twist + Apple Pie + Hot Coffee,266,0.026650636208796714,0.24538745387453872,9.138851407170787,0.02373444521045251,1.2896008528673917
Almond Twist + Apple Pie + Hot Coffee,Coffee Eclair,266,0.026650636208796714,0.9925373134328358,9.138851407170787,0.02373444521045251,119.4467488227629
Coffee Eclair,Almond Twist + Apple Pie,337,0.03376415188858832,0.31088560885608857,8.740702146458084,0.02990128694675178,1.3995244243849123
Almond Twist + Apple Pie,Coffee Eclair,337,0.03376415188858832,0.9492957746478874,8.740702146458084,0.02990128694675178,17.580263611973884
Almond Twist + Hot Coffee,Coffee Eclair,267,0.02675082657048392,0.9112627986348123,8.39051106381371,0.02356260282975686,10.045320724761664
Coffee Eclair,Almond Twist + Hot Coffee,267,0.02675082657048392,0.24630996309963096,8.390511063813708,0.02356260282975686,1.287855983896944
Apple Pie + Hot Coffee,Coffee Eclair,267,0.02675082657048392,0.8841059602649006,8.140462720852373,0.02346467104249903,7.691453762148079
Coffee Eclair,Apple Pie + Hot Coffee,267,0.02675082657048392,0.24630996309963096,8.140462720852373,0.02346467104249903,1.2866595858937366
Blackberry Tart + Single Espresso,Coffee Eclair,266,0.026650636208796714,0.869281045751634,8.003961363143043,0.02332095544203057,6.819161406672679
Coffee Eclair,Blackberry Tart + Single Espresso,266,0.026650636208796714,0.24538745387453872,8.003961363143041,0.02332095544203057,1.284555570008444
Almond Twist + Apple Pie + Coffee Eclair,Hot Coffee,266,0.026650636208796714,0.7893175074183976,7.641297809450074,0.023162925498734138,4.256185343702329
Hot Coffee,Almond Twist + Apple Pie + Coffee Eclair,266,0.026650636208796714,0.2580019398642095,7.641297809450074,0.023162925498734138,1.3022080515070138
Apricot Croissant + Blueberry Tart,Hot Coffee,348,0.03486624586714758,0.7837837837837838,7.587726426717698,0.030271161133415287,4.14725478408977
Hot Coffee,Apricot Croissant + Blueberry Tart,348,0.03486624586714758,0.33753637245392826,7.587726426717698,0.030271161133415287,1.4423667046451214
Hot Coffee,Almond Twist + Apple Pie,268,0.026851016932171127,0.25994180407371487,7.308391961858445,0.023177019003173458,1.303184569686336
Almond Twist + Apple Pie,Hot Coffee,268,0.026851016932171127,0.7549295774647887,7.308391961858445,0.023177019003173458,3.6589635249502788
Hot Coffee,Almond Twist + Coffee Eclair,267,0.02675082657048392,0.25897187196896215,7.160105967097538,0.02301473290184122,1.300667603525232
Almond Twist + Coffee Eclair,Hot Coffee,267,0.02675082657048392,0.7396121883656509,7.160105967097538,0.02301473290184122,3.4437239265242248
Hot Coffee,Apple Pie + Coffee Eclair,267,0.02675082657048392,0.25897187196896215,6.9671111970949084,0.022911240002432835,1.2993155581993223
Apple Pie + Coffee Eclair,Hot Coffee,267,0.02675082657048392,0.719676549865229,6.9671111970949084,0.022911240002432835,3.1988181390796346
Chocolate Coffee,Chocolate Cake,424,0.04248071335537521,0.5151883353584448,6.419593976545115,0.03586336130622936,1.8971233313219933
Chocolate Cake,Chocolate Coffee,424,0.04248071335537521,0.529338327091136,6.419593976545114,0.03586336130622936,1.9494753559614726
Vanilla Frappuccino,Chocolate Tart,355,0.03556757839895802,0.4803788903924222,6.358967778523562,0.029974284072309273,1.7790972117857262
Chocolate Tart,Vanilla Frappuccino,355,0.03556757839895802,0.4708222811671087,6.358967778523562,0.029974284072309273,1.749807842921601
Almond Twist,Apple Pie,355,0.03556757839895802,0.47843665768194066,6.308158890783949,0.029929233041024617,1.771895800988286
Apple Pie,Almond Twist,355,0.03556757839895802,0.46895640686922063,6.308158890783949,0.029929233041024617,1.7430937188618578
Apricot Croissant,Blueberry Tart,444,0.04448452058911933,0.54014598540146,6.254288956255188,0.03737187822477375,1.9867955464589073
Blueberry Tart,Apricot Croissant,444,0.04448452058911933,0.5150812064965198,6.254288956255188,0.03737187822477375,1.8923653506255187
Apricot Danish,Cherry Tart,511,0.05119727482216211,0.5633958103638368,6.112232155697234,0.04282107550282818,2.0792857439235557
Cherry Tart,Apricot Danish,511,0.05119727482216211,0.5554347826086957,6.112232155697234,0.04282107550282818,2.0449808180775753
Walnut Cookie,Vanilla Frappuccino,307,0.030758441037972147,0.44687045123726343,6.035472224356058,0.025662163581198022,1.6740369860629931
Vanilla Frappuccino,Walnut Cookie,307,0.030758441037972147,0.41542625169147496,6.035472224356057,0.025662163581198022,1.5929029044072627
Berry Tart,Bottled Water,366,0.03666967237751728,0.4280701754385965,6.009238285587386,0.030567455984223946,1.6239136568068286
Bottled Water,Berry Tart,366,0.03666967237751728,0.5147679324894514,6.009238285587386,0.030567455984223946,1.8843297918218527
Apple Danish,Apple Croissant,273,0.027351968740607153,0.4142640364188164,6.00111661465342,0.022794155504013883,1.5894001712061205
Apple Croissant,Apple Danish,273,0.027351968740607153,0.39622641509433965,6.00111661465342,0.022794155504013883,1.5468953511672179
Apple Tart,Apple Danish,267,0.02675082657048392,0.3955555555555556,5.990955993930198,0.022285624923603718,1.5451784861825708
Apple Danish,Apple Tart,267,0.02675082657048392,0.40515933232169954,5.990955993930198,0.022285624923603718,1.567430669292063
Tuile Cookie,Marzipan Cookie,484,0.04849213505660756,0.5046923879040668,5.989696460963723,0.04039620976679657,1.848830673015572
Marzipan Cookie,Tuile Cookie,484,0.04849213505660756,0.5755053507728894,5.989696460963722,0.04039620976679657,2.1293965537322035
Raspberry Cookie,Lemon Lemonade,286,0.02865444344254083,0.4103299856527977,5.9614317129557115,0.023847805570590134,1.5791361250609737
Lemon Lemonade,Raspberry Cookie,286,0.02865444344254083,0.41630276564774377,5.961431712955711,0.023847805570590134,1.5935784224440401
Casino Cake,Chocolate Cake,342,0.034265103697024346,0.47765363128491617,5.951886259494068,0.028508087819517136,1.7608000655791458
Chocolate Cake,Casino Cake,342,0.034265103697024346,0.42696629213483145,5.951886259494068,0.028508087819517136,1.6199111645459705
Walnut Cookie,Chocolate Tart,306,0.030658250676284943,0.44541484716157204,5.896134734110942,0.02545853051064531,1.6669333150308419
Chocolate Tart,Walnut Cookie,306,0.030658250676284943,0.4058355437665782,5.896134734110942,0.02545853051064531,1.567191055863283
Raspberry Lemonade,Raspberry Cookie,278,0.027852920549043182,0.41002949852507375,5.8715988877744065,0.023109251732183544,1.5766336038473099
Raspberry Cookie,Raspberry Lemonade,278,0.027852920549043182,0.3988522238163558,5.8715988877744065,0.023109251732183544,1.5504855406656897
Strawberry Cake,Napoleon Cake,457,0.045786995291053,0.4978213507625272,5.866298585549923,0.037981904120985864,1.8223370608059868
Napoleon Cake,Strawberry Cake,457,0.045786995291053,0.5395513577331759,5.866298585549922,0.037981904120985864,1.9720445770039996
Apple Croissant,Apple Tart,273,0.027351968740607153,0.39622641509433965,5.858867924528303,0.02268349539508294,1.5442403065825068
Apple Tart,Apple Croissant,273,0.027351968740607153,0.4044444444444445,5.858867924528303,0.02268349539508294,1.5631939491003057
Casino Cake,Chocolate Coffee,345,0.03456567478208596,0.48184357541899436,5.843597480263649,0.028650538618305146,1.770784436521034
Chocolate Coffee,Casino Cake,345,0.03456567478208596,0.41919805589307413,5.843597480263649,0.028650538618305146,1.5982448241617233
Cheese Croissant,Orange Juice,437,0.04378318805730889,0.5448877805486284,5.841594992111557,0.03628811383247246,1.9923059292107057
Orange Juice,Cheese Croissant,437,0.04378318805730889,0.4693877551020408,5.841594992111557,0.03628811383247246,1.7331815064006226
Lemon Cookie,Raspberry Lemonade,283,0.02835387235747921,0.3958041958041958,5.826728139117519,0.023487698463570114,1.5426636999187344
Raspberry Lemonade,Lemon Cookie,283,0.02835387235747921,0.4174041297935103,5.826728139117519,0.023487698463570114,1.5934954895313753
Lemon Cookie,Lemon Lemonade,285,0.02855425308085362,0.3986013986013986,5.791034293217699,0.023623483958264312,1.5483395195056653
Lemon Lemonade,Lemon Cookie,285,0.02855425308085362,0.41484716157205237,5.791034293217699,0.023623483958264312,1.5865323218592937
Lemon Lemonade,Raspberry Lemonade,270,0.027051397655545536,0.3930131004366812,5.785639757313444,0.022375787214824486,1.5355701011778495
Raspberry Lemonade,Lemon Lemonade,270,0.027051397655545536,0.39823008849557523,5.785639757313444,0.022375787214824486,1.5473841475273606
Apricot Danish,Opera Cake,431,0.043182045887185654,0.4751929437706725,5.776980233587189,0.03570719845112788,1.7487259406317381
Opera Cake,Apricot Danish,431,0.043182045887185654,0.5249695493300852,5.776980233587189,0.03570719845112788,1.9138296095915572
Raspberry Cookie,Lemon Cookie,286,0.02865444344254083,0.4103299856527977,5.727977044476328,0.023651901843640178,1.5743786673999336
Lemon Cookie,Raspberry Cookie,286,0.02865444344254083,0.4,5.727977044476328,0.023651901843640178,1.5502788631733628
Opera Cake,Cherry Tart,426,0.04268109407874963,0.5188794153471377,5.6292776571519365,0.03509910990987074,1.886896749393468
Cherry Tart,Opera Cake,426,0.04268109407874963,0.4630434782608696,5.629277657151936,0.03509910990987074,1.7091583320048986
Truffle Cake,Gongolais Cookie,441,0.04418394950405771,0.511600928074246,5.502466447315785,0.03615410508299604,1.857135683689747
Gongolais Cookie,Truffle Cake,441,0.04418394950405771,0.47521551724137934,5.502466447315785,0.03615410508299604,1.7409735581794321
Green Tea,Raspberry Cookie,223,0.02234245065624687,0.38054607508532423,5.449397956135755,0.01824246551365137,1.5015924195365133
Raspberry Cookie,Green Tea,223,0.02234245065624687,0.3199426111908178,5.449397956135755,0.01824246551365137,1.384130903569102
Blackberry Tart,Single Espresso,306,0.030658250676284943,0.38881829733163914,5.39749016087217,0.02497815682478806,1.5183097365243445
Single Espresso,Blackberry Tart,306,0.030658250676284943,0.4255910987482615,5.39749016087217,0.02497815682478806,1.6036488698988127
Lemon Cake,Lemon Tart,362,0.03626891093076846,0.4184971098265896,5.32783119027958,0.029461467219537577,1.5846021954636273
Lemon Tart,Lemon Cake,362,0.03626891093076846,0.46173469387755095,5.327831190279579,0.029461467219537577,1.696812569474418
Green Tea,Raspberry Lemonade,212,0.021240356677687606,0.36177474402730375,5.325772448578936,0.017252135835966305,1.4604106090341704
Raspberry Lemonade,Green Tea,212,0.021240356677687606,0.3126843657817109,5.3257724485789355,0.017252135835966305,1.3695140939458792
Green Tea,Lemon Lemonade,214,0.02144073740106202,0.3651877133105802,5.305587433119215,0.017399575574716095,1.4668418382022617
Lemon Lemonade,Green Tea,214,0.02144073740106202,0.31149927219796214,5.305587433119215,0.017399575574716095,1.3671567945269374
Apple Danish,Cherry Soda,232,0.02324416391143172,0.3520485584218513,5.291862442181473,0.01885172851361179,1.4406536353497876
Cherry Soda,Apple Danish,232,0.02324416391143172,0.3493975903614458,5.291862442181473,0.01885172851361179,1.4355534775332393
Cherry Soda,Apple Croissant,240,0.024045686804929366,0.3614457831325302,5.235980205291414,0.019453292284295175,1.4579323355885618
Apple Croissant,Cherry Soda,240,0.024045686804929366,0.3483309143686502,5.235980205291413,0.019453292284295175,1.4324349895090203
Lemon Cookie,Green Tea,214,0.02144073740106202,0.2993006993006993,5.097816176997065,0.01723487028921728,1.3433557691750053
Green Tea,Lemon Cookie,214,0.02144073740106202,0.3651877133105802,5.097816176997064,0.01723487028921728,1.462422689130854
Cherry Soda,Apple Tart,218,0.02184149884781084,0.3283132530120482,4.854658634538153,0.017342418584489972,1.3881046634345169
Apple Tart,Cherry Soda,218,0.02184149884781084,0.322962962962963,4.854658634538153,0.017342418584489972,1.3787629756932045
Apple Pie,Coffee Eclair,371,0.037170624185953315,0.4900924702774109,4.512558068117009,0.02893347274660047,1.748147646331138
Coffee Eclair,Apple Pie,371,0.037170624185953315,0.3422509225092251,4.512558068117009,0.02893347274660047,1.4050280385467313
Almond Twist,Coffee Eclair,361,0.036168720569081256,0.4865229110512129,4.4796911210351995,0.02809478877515812,1.7359949783854414
Coffee Eclair,Almond Twist,361,0.036168720569081256,0.33302583025830257,4.479691121035199,0.02809478877515812,1.3878479761616227
Blackberry Tart,Coffee Eclair,370,0.03707043382426611,0.47013977128335455,4.328842303670813,0.028506843094053838,1.6823184674382528
Coffee Eclair,Blackberry Tart,370,0.03707043382426611,0.3413284132841328,4.328842303670813,0.028506843094053838,1.3984969200584751
Apricot Croissant,Hot Coffee,367,0.03676986273920449,0.44647201946472026,4.322247552160401,0.028262746407835243,1.6199790591134144
Hot Coffee,Apricot Croissant,367,0.03676986273920449,0.3559650824442289,4.3222475521604,0.028262746407835243,1.4248350480370533
Hot Coffee,Blueberry Tart,379,0.03797214707945096,0.3676042677012609,4.25644802311634,0.029051059150448172,1.4447218119334713
Blueberry Tart,Hot Coffee,379,0.03797214707945096,0.4396751740139211,4.25644802311634,0.029051059150448172,1.6003284086555345
Apple Pie,Hot Coffee,302,0.030257489229536118,0.3989431968295905,3.862126137299848,0.022423076744321375,1.4918785252419156
Hot Coffee,Apple Pie,302,0.030257489229536118,0.2929194956353055,3.862126137299847,0.022423076744321375,1.3070023717216346
Hot Coffee,Almond Twist,293,0.029355775974351267,0.28419010669253153,3.8227782411026374,0.0216766028382491,1.2931628359465641
Almond Twist,Hot Coffee,293,0.029355775974351267,0.39487870619946086,3.8227782411026374,0.0216766028382491,1.4818578461660672
Single Espresso,Coffee Eclair,290,0.02905520488928965,0.40333796940194716,3.7137603990782604,0.021231543218358746,1.493967442569787
Coffee Eclair,Single Espresso,290,0.02905520488928965,0.26752767527675275,3.7137603990782604,0.021231543218358746,1.2668917290458925
Coffee Eclair,Hot Coffee,301,0.030157298867848913,0.27767527675276754,2.688144459039159,0.01893866857197998,1.241413602831331
Hot Coffee,Coffee Eclair,301,0.030157298867848913,0.29194956353055285,2.6881444590391586,0.01893866857197998,1.2589408918040168
